0.204823,7.27501e-16,5.23212,-0.662615,3.11918,-6.25505,2.39572,0.322123,-0.028907,0.172185,1.2454,1.69353,0.524506,8.52462e-05,-0.0536604
0.245656,9.41903e-16,6.40141,-0.853599,4.07076,-8.0883,2.39577,0.3221,-0.0290217,0.223187,1.6017,2.19264,0.524499,8.59809e-05,-0.0536578
0.327321,1.37071e-15,8.73999,-1.23552,5.97387,-11.7549,2.39616,0.320289,-0.029942,0.325184,2.31433,3.19082,0.524471,8.59538e-05,-0.0536516
0.408985,1.79951e-15,11.0786,-1.617,7.87688,-15.4217,2.39729,0.313802,-0.0328798,0.427162,3.02702,4.18886,0.524418,8.35055e-05,-0.053643
0.49065,2.22831e-15,13.4171,-1.99736,9.7798,-19.0889,2.39921,0.301944,-0.0382558,0.529121,3.73975,5.18674,0.524344,7.9784e-05,-0.0536316
0.572315,2.65712e-15,15.7557,-2.37602,11.6827,-22.7566,2.40169,0.285846,-0.0455138,0.631057,4.45253,6.18443,0.524253,7.58916e-05,-0.0536166
0.65398,3.08592e-15,18.0943,-2.75247,13.5855,-26.4249,2.40454,0.266635,-0.0540947,0.732962,5.16534,7.18191,0.524148,7.27997e-05,-0.0535974
0.735645,3.51473e-15,20.4329,-3.12626,15.4882,-30.0938,2.40754,0.245481,-0.0634136,0.834827,5.8782,8.17915,0.524033,7.12947e-05,-0.0535736
0.817309,3.94353e-15,22.7714,-3.497,17.391,-33.7634,2.41053,0.223562,-0.0728765,0.93664,6.59111,9.17615,0.523912,7.19459e-05,-0.0535452
0.898974,4.37233e-15,25.11,-3.86435,19.2936,-37.4338,2.41337,0.201975,-0.0819324,1.03839,7.30408,10.1729,0.523785,7.50956e-05,-0.0535121
0.980639,4.80114e-15,27.4486,-4.22799,21.1963,-41.1051,2.41594,0.181805,-0.0900322,1.14006,8.01713,11.1694,0.523657,8.08654e-05,-0.0534748
1.0623,5.22994e-15,29.7872,-4.58766,23.0988,-44.7773,2.41819,0.163976,-0.0967113,1.24165,8.73027,12.1655,0.523527,8.91774e-05,-0.0534336
1.14397,5.65875e-15,32.1257,-4.94309,25.0013,-48.4504,2.42014,0.148448,-0.102007,1.34314,9.4435,13.1615,0.523399,9.98127e-05,-0.0533894
1.22563,6.08755e-15,34.4643,-5.29406,26.9038,-52.1246,2.42194,0.134001,-0.106573,1.44452,10.1568,14.1571,0.523273,0.000112505,-0.0533426
1.3073,6.51635e-15,36.8029,-5.64034,28.8062,-55.7997,2.42366,0.11962,-0.110947,1.5458,10.8703,15.1525,0.523149,0.000126992,-0.0532939
